entity,year,observation_value_-_indicator:_infant_mortality_rate_-_sex:_female_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,observation_value_-_indicator:_infant_mortality_rate_-_sex:_male_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,period_life_expectancy_-_sex:_female_-_age:_0,period_life_expectancy_-_sex:_male_-_age:_0,gdp_per_capita,health_expenditure_per_capita_-_total,aggregated_infant_mortality,aggregated_life_expectancy
Switzerland,1979,0.7544497,0.9926101,78.7915,72.3155,26641.096,2497.587,0.8735299000000001,75.5535
Switzerland,1980,0.7243153,0.9465995,78.8588,72.2317,27405.73,2569.975,0.8354574,75.54525000000001
Switzerland,1981,0.6987994,0.9092808,79.1317,72.4239,27729.586,2622.243,0.8040400999999999,75.7778
Switzerland,1982,0.67827415,0.8777031,79.4405,72.79,27660.95,2664.427,0.777988625,76.11525
Switzerland,1983,0.6601787,0.8533093,79.5552,72.6899,28009.328,2790.602,0.7567440000000001,76.12254999999999
Switzerland,1984,0.6483136,0.83128846,80.0441,73.3547,28315.082,2789.463,0.73980103,76.6994
Switzerland,1985,0.63744026,0.81561154,80.1652,73.4871,29416.752,3078.976,0.7265259,76.82615
Switzerland,1986,0.6288177,0.8034512,80.3084,73.6639,30847.994,3242.403,0.71613445,76.98615000000001
Switzerland,1987,0.621651,0.7929035,80.6535,73.8955,31774.371,3374.45,0.70727725,77.27449999999999
Switzerland,1988,0.6128131,0.78131425,80.7259,73.8914,32482.908,3507.47,0.697063675,77.30865
Switzerland,1989,0.60100996,0.7640211,80.9358,74.0653,33315.586,3650.721,0.68251553,77.50055
Switzerland,1990,0.5840901,0.74097824,80.7129,73.9562,34250.0,3698.325,0.66253417,77.33455000000001
Switzerland,1991,0.5644072,0.7092979,81.096,74.1088,34128.64,3907.845,0.63685255,77.6024
Switzerland,1992,0.53794926,0.67567587,81.3254,74.4503,34356.8,3965.16,0.606812565,77.88785
Switzerland,1993,0.51182485,0.6400187,81.4159,74.9043,34625.535,3960.514,0.5759217750000001,78.1601
Switzerland,1994,0.48648292,0.6079169,81.6953,75.137,35423.83,4087.913,0.54719991,78.41615
Switzerland,1995,0.46816105,0.5778565,81.6828,75.2922,36004.23,3979.623,0.523008775,78.4875
Switzerland,1996,0.4515199,0.5560676,81.9805,75.9346,36720.492,4117.326,0.50379375,78.95755
Switzerland,1997,0.4399705,0.54020286,82.0263,76.2426,38165.477,4167.08,0.49008668,79.13445
Switzerland,1998,0.43102735,0.52963984,82.4621,76.3138,39890.54,4323.113,0.48033359499999995,79.38795
Switzerland,1999,0.4248839,0.5216346,82.4731,76.7775,41091.637,4431.358,0.47325924999999996,79.62530000000001
Switzerland,2000,0.42034394,0.51393706,82.5573,76.9182,43251.105,4543.22,0.46714049999999996,79.73775
Switzerland,2001,0.41544932,0.50611675,82.9538,77.3491,44398.64,4769.968,0.460783035,80.15145000000001
Switzerland,2002,0.4102706,0.49597937,82.9481,77.7312,44934.316,4944.481,0.453124985,80.33965
Switzerland,2003,0.40314013,0.48562875,82.9793,77.8871,45441.598,5035.696,0.44438444,80.4332
Switzerland,2004,0.3952441,0.47515315,83.4716,78.4336,47263.598,5172.537,0.435198625,80.95259999999999
Switzerland,2005,0.38790873,0.4640967,83.6977,78.5776,49273.902,5191.861,0.426002715,81.13765000000001
Switzerland,2006,0.38110575,0.45333108,83.8474,79.0341,51862.965,5151.272,0.417218415,81.44075
Switzerland,2007,0.37469333,0.4433424,83.9547,79.2498,54509.54,5256.996,0.40901786500000004,81.60225
Switzerland,2008,0.3686039,0.43473393,84.1762,79.5709,56054.883,5375.368,0.401668915,81.87355
Switzerland,2009,0.36321008,0.42706832,84.1805,79.6279,55171.5,5561.899,0.3951392,81.9042
Switzerland,2010,0.35889426,0.42043018,84.364,80.0278,57219.5,5563.512,0.38966222,82.1959
Switzerland,2011,0.35481495,0.41568175,84.6798,80.289,58686.0,5678.678,0.38524835,82.4844
Switzerland,2012,0.35152808,0.4117775,84.6139,80.4571,58750.938,5779.036,0.38165279,82.5355
Switzerland,2013,0.3478157,0.40832514,84.7259,80.509,59120.062,5962.55,0.37807042,82.61744999999999
Switzerland,2014,0.3439697,0.40437454,85.1023,80.9203,59775.54,6029.355,0.37417212,83.0113
Switzerland,2015,0.3399697,0.3993563,84.8828,80.6948,60070.867,6258.916,0.36966299999999996,82.78880000000001
Switzerland,2016,0.33616742,0.3933827,85.2173,81.525,60647.64,6408.625,0.36477506,83.37115
Switzerland,2017,0.33122453,0.3883404,85.3545,81.3654,60903.223,6396.715,0.359782465,83.35995
Switzerland,2018,0.32725567,0.3839031,85.37,81.6415,62185.477,6345.23,0.35557938499999997,83.50575
Switzerland,2019,0.32459757,0.38123912,85.5615,81.8973,62448.598,6548.326,0.35291834499999997,83.7294
Switzerland,2020,0.32326028,0.38053694,85.0728,80.9957,60521.26,6705.251,0.35189861,83.03425
Switzerland,2021,0.32315245,0.3813175,85.6063,81.6212,62595.31,7020.862,0.352234975,83.61375000000001
Switzerland,2022,0.32391313,0.38303518,85.3738,80.998,63323.254,6927.356,0.353474155,83.1859
Turkey,1975,10.200254,11.468971,63.0975,56.5402,5719.0,186.409,10.834612499999999,59.81885
Turkey,1976,9.837748,11.0838585,63.6314,57.0258,6110.0,165.256,10.46080325,60.328599999999994
Turkey,1977,9.479001,10.697954,64.5459,57.7747,6271.0,219.9,10.0884775,61.16030000000001
Turkey,1978,9.110162,10.300917,65.4202,58.4526,6350.0,234.44,9.7055395,61.93639999999999
Turkey,1979,8.740862,9.903411,65.9441,58.9973,6204.0,230.99,9.3221365,62.47070000000001
Turkey,1980,8.380107,9.504544,66.4412,59.6132,6070.0,224.133,8.942325499999999,63.02719999999999
Turkey,1981,8.026016,9.085793,66.8501,60.0688,6201.0,255.898,8.5559045,63.459450000000004
Turkey,1982,7.675086,8.669395,67.3278,60.6337,6381.0,214.683,8.172240500000001,63.98075
Turkey,1983,7.3305573,8.255411,67.9038,61.1072,6489.0,226.808,7.7929841500000006,64.5055
Turkey,1984,6.992625,7.857731,68.5298,61.5663,6736.0,225.477,7.425178000000001,65.04804999999999
Turkey,1985,6.6726456,7.475192,69.0508,62.0798,6958.0,165.606,7.0739187999999995,65.5653
Turkey,1986,6.3568554,7.1190004,69.5607,62.59,7323.0,223.331,6.7379279,66.07535
Turkey,1987,6.0550117,6.78872,70.0475,63.0893,7838.0,223.362,6.42186585,66.5684
Turkey,1988,5.7697716,6.467237,70.618,63.5601,8019.0,259.654,6.1185043,67.08905
Turkey,1989,5.493225,6.1563044,71.0805,64.0012,7992.0,266.808,5.824764699999999,67.54085
Turkey,1990,5.2314467,5.8520756,71.5195,64.4748,8606.0,302.997,5.54176115,67.99715
Turkey,1991,4.9689207,5.561465,71.9625,64.9172,8658.379,336.89,5.26519285,68.43985
Turkey,1992,4.707923,5.2734003,72.3315,65.1762,9150.435,341.535,4.99066165,68.75385
Turkey,1993,4.4524374,4.9878287,72.7393,65.5782,9865.301,359.242,4.720133049999999,69.15875
Turkey,1994,4.2050223,4.707329,73.1336,65.9403,9308.695,320.721,4.4561756500000005,69.53694999999999
Turkey,1995,3.9631736,4.439936,73.5225,66.2156,9962.536,306.849,4.2015548,69.86904999999999
Turkey,1996,3.7334461,4.1786294,73.9331,66.7973,10644.634,395.516,3.95603775,70.3652
Turkey,1997,3.5117183,3.9277184,74.3029,67.2582,11432.437,448.202,3.71971835,70.78055
Turkey,1998,3.297676,3.6839135,74.67,67.8161,11772.83,499.599,3.49079475,71.24305000000001
Turkey,1999,3.0926547,3.4529796,74.051,67.6224,11151.674,604.858,3.27281715,70.83670000000001
Turkey,2000,2.8963356,3.2315705,75.3655,68.6787,11904.008,651.767,3.0639530500000003,72.0221
Turkey,2001,2.7100844,3.020033,75.6892,69.034,10950.992,673.833,2.8650587,72.36160000000001
Turkey,2002,2.5301037,2.8177435,76.0106,69.3805,11753.953,726.726,2.6739236,72.69555
Turkey,2003,2.3609319,2.6278486,76.3187,69.682,12380.207,748.981,2.4943902500000004,73.00035
Turkey,2004,2.1981502,2.4503353,76.5905,70.0365,13423.795,806.033,2.32424275,73.3135
Turkey,2005,2.0495317,2.2838738,76.9092,70.3037,14487.758,853.959,2.16670275,73.60645
Turkey,2006,1.9087206,2.128824,77.158,70.6366,15425.188,943.153,2.0187723,73.8973
Turkey,2007,1.7791874,1.9862963,77.4678,70.9755,16090.835,991.401,1.88274185,74.22165
Turkey,2008,1.6589487,1.8528168,77.7019,71.2464,16182.732,994.128,1.75588275,74.47415
Turkey,2009,1.5500684,1.7295177,77.9973,71.5548,15188.421,985.811,1.63979305,74.77605
Turkey,2010,1.4514134,1.6183075,78.2116,71.9031,16528.12,965.312,1.53486045,75.05735
Turkey,2011,1.3669221,1.5148011,78.1215,71.7584,17919.0,987.092,1.4408615999999999,74.93995
Turkey,2012,1.2856097,1.4235388,78.8132,72.4771,18539.223,971.765,1.35457425,75.64515
Turkey,2013,1.2047926,1.3487675,79.3651,73.1182,19855.717,1025.461,1.27678005,76.24164999999999
Turkey,2014,1.1319846,1.281829,79.5825,73.4427,20557.4,1046.599,1.2069068,76.51259999999999
Turkey,2015,1.07381,1.2144349,79.7399,73.4807,21519.33,1040.108,1.14412245,76.6103
Turkey,2016,1.021436,1.152579,79.8578,73.4903,21937.162,1117.572,1.0870075,76.67405
Turkey,2017,0.97141933,1.0988592,80.252,73.9566,23278.996,1155.621,1.035139265,77.1043
Turkey,2018,0.9232818,1.0501478,80.6336,74.3853,23650.49,1178.464,0.9867148,77.50945
Turkey,2019,0.87668073,1.0072819,80.8902,74.6784,23497.504,1229.871,0.941981315,77.7843
Turkey,2020,0.834717,0.96571195,79.8866,73.4405,23721.88,1335.144,0.9002144750000001,76.66355
Turkey,2021,0.7983733,0.92343223,79.0035,72.7186,26175.93,1549.98,0.860902765,75.86105
Turkey,2022,0.7610508,0.88627374,80.7187,74.6546,27361.988,1653.348,0.82366227,77.68665
United Kingdom,1970,1.5638084,2.0346303,74.9856,68.6956,17162.0,609.489,1.79921935,71.8406
United Kingdom,1971,1.5327089,1.9878467,75.3258,69.0448,17440.0,630.541,1.7602778,72.1853
United Kingdom,1972,1.4972446,1.9306686,75.0696,68.8351,18002.0,669.59,1.7139566,71.95235
United Kingdom,1973,1.448096,1.8711468,75.2852,69.0105,19168.0,697.534,1.6596214,72.14785
United Kingdom,1974,1.3952982,1.8022724,75.4517,69.222,18903.0,767.818,1.5987853,72.33685
United Kingdom,1975,1.3444766,1.7222397,75.7091,69.5072,18884.0,811.758,1.53335815,72.60815
United Kingdom,1976,1.2797989,1.6528063,75.6749,69.525,19311.0,834.505,1.4663026000000001,72.59995
United Kingdom,1977,1.2274191,1.5750831,76.1369,69.9948,19740.0,835.515,1.4012511,73.06585
United Kingdom,1978,1.1745641,1.4985963,76.069,69.9369,20448.0,875.17,1.3365802,73.00295
United Kingdom,1979,1.1156992,1.4237126,76.1885,70.0604,20988.0,898.188,1.2697059,73.12445
United Kingdom,1980,1.056673,1.3470055,76.5743,70.5145,20612.0,957.597,1.20183925,73.5444
United Kingdom,1981,0.9931531,1.2805215,76.8847,70.8502,20319.0,989.966,1.1368373,73.86744999999999
United Kingdom,1982,0.94283265,1.215689,76.9442,71.0324,20650.0,968.471,1.079260825,73.9883
United Kingdom,1983,0.90306026,1.1592462,77.2153,71.2725,21366.0,1039.724,1.03115323,74.2439
United Kingdom,1984,0.87056255,1.1166571,77.5534,71.6778,21869.0,1039.341,0.9936098250000001,74.6156
United Kingdom,1985,0.8429276,1.087005,77.36,71.6118,22579.0,1057.599,0.9649662999999999,74.4859
United Kingdom,1986,0.8145711,1.0644498,77.6717,71.8185,23498.0,1088.991,0.93951045,74.74510000000001
United Kingdom,1987,0.7889487,1.0342159,77.9578,72.2112,24536.0,1157.442,0.9115823,75.0845
United Kingdom,1988,0.7586502,0.99656993,78.0619,72.3402,25679.0,1207.964,0.877610065,75.20105
United Kingdom,1989,0.72426283,0.9464102,78.083,72.5791,26164.0,1243.553,0.8353365150000001,75.33105
United Kingdom,1990,0.68234164,0.8884546,78.504,72.8411,26189.0,1259.373,0.78539812,75.67255
United Kingdom,1991,0.6415451,0.829021,78.6136,73.0805,25792.014,1311.223,0.73528305,75.84705
United Kingdom,1992,0.6042868,0.77653635,78.9624,73.5118,25790.186,1409.1,0.6904115749999999,76.2371
United Kingdom,1993,0.57389504,0.7331512,78.7679,73.441,26349.342,1470.658,0.65352312,76.10445
United Kingdom,1994,0.55282485,0.69889516,79.3069,73.9951,27277.543,1531.474,0.625860005,76.651
United Kingdom,1995,0.53643674,0.6775837,79.186,73.9242,27861.215,1549.741,0.60701022,76.55510000000001
United Kingdom,1996,0.5255394,0.66164774,79.4028,74.2186,28472.248,1578.592,0.59359357,76.8107
United Kingdom,1997,0.5178779,0.64747375,79.5815,74.5656,29259.764,1999.844,0.5826758249999999,77.07355000000001
United Kingdom,1998,0.5088746,0.6365229,79.7133,74.7136,30077.385,2092.227,0.57269875,77.21345
United Kingdom,1999,0.5013267,0.6253499,79.7595,74.8708,30932.537,2203.37,0.5633383000000001,77.31515
United Kingdom,2000,0.49557406,0.6137293,80.1919,75.3764,31946.037,2315.664,0.55465168,77.78415000000001
United Kingdom,2001,0.48827943,0.6040846,80.4174,75.6917,32660.441,2479.73,0.546182015,78.05455
United Kingdom,2002,0.4825027,0.59435236,80.5126,75.8434,33271.3,2671.792,0.53842753,78.178
United Kingdom,2003,0.47751254,0.5838541,80.484,76.0586,34232.426,2817.149,0.5306833200000001,78.2713
United Kingdom,2004,0.47011584,0.5752291,81.0534,76.6197,34865.78,2972.583,0.5226724700000001,78.83654999999999
United Kingdom,2005,0.46023607,0.5671962,81.1894,76.896,35623.625,3069.162,0.513716135,79.0427
United Kingdom,2006,0.45166177,0.5545024,81.4684,77.1034,36214.07,3158.371,0.503082085,79.2859
United Kingdom,2007,0.43966302,0.5408852,81.6142,77.3391,36816.676,3300.055,0.49027411,79.47665
United Kingdom,2008,0.42617312,0.5250456,81.6699,77.5346,36264.79,3349.489,0.47560936,79.60225
United Kingdom,2009,0.41187173,0.50672495,82.1902,78.0086,34402.36,3473.197,0.45929833999999997,80.0994
United Kingdom,2010,0.39741784,0.48714334,82.3326,78.3399,34754.473,3515.102,0.44228059,80.33625
United Kingdom,2011,0.3797874,0.47180384,82.7193,78.7636,34971.0,3492.072,0.42579562,80.74145
United Kingdom,2012,0.3673132,0.4551006,82.6658,78.9537,35243.64,3551.593,0.41120690000000004,80.80975000000001
United Kingdom,2013,0.35809088,0.44059148,82.7685,78.9898,35660.56,3628.428,0.39934117999999996,80.87915000000001
United Kingdom,2014,0.35227984,0.4294414,82.9829,79.2351,36521.86,3720.638,0.39086062,81.10900000000001
United Kingdom,2015,0.3472627,0.42427287,82.7269,79.0421,37101.227,3794.577,0.385767785,80.8845
United Kingdom,2016,0.34643367,0.41911894,82.8709,79.1942,37593.906,3841.793,0.38277630500000004,81.03255
United Kingdom,2017,0.34480184,0.4163936,82.9845,79.2839,38283.938,3870.447,0.38059772000000003,81.13419999999999
United Kingdom,2018,0.34301797,0.41335946,82.9444,79.2488,38704.6,3963.948,0.378188715,81.0966
United Kingdom,2019,0.33980498,0.40988892,83.2753,79.5536,39113.01,4104.451,0.37484695,81.41445
United Kingdom,2020,0.3357077,0.40452033,82.4003,78.3622,34651.184,4443.973,0.37011401499999996,80.38125
United Kingdom,2021,0.33028924,0.3978505,82.6705,78.7199,37134.33,4826.027,0.36406987,80.6952
United Kingdom,2022,0.32368308,0.3897177,83.0184,79.1001,38406.53,4551.586,0.35670039,81.05924999999999
United States,1970,1.7333266,2.22689,74.6464,67.016,23958.0,1666.08,1.9801083,70.8312
United States,1971,1.6627474,2.1426413,74.9738,67.3885,24394.0,1744.019,1.90269435,71.18115
United States,1972,1.5902609,2.0570207,75.1075,67.4161,25414.0,1865.435,1.8236408,71.2618
United States,1973,1.5244441,1.964658,75.3225,67.618,26602.0,1956.857,1.74455105,71.47025
United States,1974,1.4618871,1.8698981,75.8454,68.1851,26286.0,2003.167,1.6658925999999998,72.01525000000001
United States,1975,1.4037559,1.7733908,76.4552,68.7214,25956.0,2093.309,1.5885733499999999,72.5883
United States,1976,1.3448656,1.6828268,76.6751,69.0766,27058.0,2259.778,1.5138462000000001,72.87585
United States,1977,1.2755368,1.6089596,77.0859,69.4109,28001.0,2411.792,1.4422481999999999,73.2484
United States,1978,1.2211574,1.5305191,77.2238,69.6189,29286.0,2513.221,1.3758382500000002,73.42134999999999
United States,1979,1.1665204,1.4619502,77.661,70.0081,29949.0,2593.629,1.3142353,73.83455000000001
United States,1980,1.1197753,1.3965731,77.473,69.9815,29611.0,2671.319,1.2581742,73.72725
United States,1981,1.0787202,1.3361335,77.798,70.4055,30056.0,2817.805,1.20742685,74.10175000000001
United States,1982,1.0352008,1.289689,78.0753,70.8014,29210.0,2976.594,1.1624449000000001,74.43835
United States,1983,1.0029987,1.2445405,78.0839,70.9657,30158.0,3117.887,1.1237696000000001,74.5248
United States,1984,0.9717841,1.2093282,78.1677,71.1191,32076.0,3286.207,1.09055615,74.6434
United States,1985,0.9360851,1.187752,78.1734,71.0775,33023.0,3461.278,1.06191855,74.62545
United States,1986,0.91615677,1.1577585,78.2648,71.1439,33850.0,3605.096,1.0369576349999998,74.70435
United States,1987,0.9006306,1.126678,78.3542,71.3124,34730.0,3734.301,1.0136543,74.83330000000001
United States,1988,0.8832528,1.0965791,78.3013,71.3183,35863.0,3995.55,0.98991595,74.8098
United States,1989,0.8615209,1.0678245,78.5622,71.5997,36756.0,4225.526,0.9646726999999999,75.08095
United States,1990,0.83065736,1.0433508,78.8429,71.8499,36982.0,4478.595,0.93700408,75.3464
United States,1991,0.80247355,1.0120149,78.966,72.032,36463.957,4678.896,0.907244225,75.499
United States,1992,0.7807053,0.9728055,79.1797,72.324,37240.3,4864.854,0.8767554,75.75184999999999
United States,1993,0.7560779,0.93673766,78.9317,72.1706,37761.535,5030.545,0.84640778,75.55115
United States,1994,0.7347505,0.9006035,79.0535,72.3882,38807.28,5144.995,0.817677,75.72085
United States,1995,0.71276915,0.8709181,79.085,72.5842,39390.625,5264.967,0.791843625,75.8346
United States,1996,0.6931703,0.8451478,79.2216,73.0711,40412.75,5370.393,0.7691590500000001,76.14635
United States,1997,0.6749209,0.8250183,79.3778,73.5429,41722.67,5497.475,0.7499696,76.46035
United States,1998,0.6651474,0.80311567,79.4315,73.8087,43072.758,5681.1,0.734131535,76.62010000000001
United States,1999,0.65139854,0.790578,79.3461,73.9204,44575.848,5862.692,0.72098827,76.63325
United States,2000,0.6410763,0.77934355,79.4261,74.118,45886.47,6079.524,0.710209925,76.77205000000001
United States,2001,0.6315746,0.77023697,79.5161,74.2647,45878.008,6412.631,0.700905785,76.8904
United States,2002,0.62338626,0.7627902,79.5812,74.3467,46266.297,6877.728,0.69308823,76.96395
United States,2003,0.61282724,0.7594552,79.7021,74.5272,47157.996,7246.686,0.68614122,77.11465
United States,2004,0.6095549,0.74988425,80.0572,74.9605,48492.72,7484.33,0.679719575,77.50885
United States,2005,0.604273,0.7411934,80.0674,74.9502,49654.76,7696.982,0.6727331999999999,77.50880000000001
United States,2006,0.59964484,0.73004144,80.326,75.2351,50489.86,7915.234,0.66484314,77.78055
United States,2007,0.5922794,0.7190838,80.555,75.5072,50901.746,8110.043,0.6556816000000001,78.03110000000001
United States,2008,0.58487195,0.70578706,80.5861,75.6437,50275.746,8105.268,0.6453295050000001,78.1149
United States,2009,0.5725335,0.6955544,80.9047,76.0146,48452.934,8415.489,0.63404395,78.45965000000001
United States,2010,0.5647115,0.68077517,81.0658,76.2439,49266.914,8506.66,0.622743335,78.65485
United States,2011,0.55686414,0.6670595,81.0652,76.3208,49675.0,8505.433,0.61196182,78.69300000000001
United States,2012,0.54753304,0.65616655,81.1808,76.4446,50436.434,8629.069,0.601849795,78.8127
United States,2013,0.538163,0.6477643,81.1938,76.4462,51010.797,8675.903,0.59296365,78.82
United States,2014,0.5331534,0.63669884,81.2707,76.5014,51796.62,8949.265,0.58492612,78.88605000000001
United States,2015,0.5268786,0.628214,81.1452,76.3343,52808.152,9360.496,0.5775463000000001,78.73975
United States,2016,0.5194251,0.6213123,81.1928,76.2343,53301.016,9634.001,0.5703687,78.71355
United States,2017,0.5111286,0.6158476,81.1834,76.1855,54152.363,9769.038,0.5634881,78.68445
United States,2018,0.50350285,0.61031574,81.3472,76.335,55454.668,9933.547,0.556909295,78.8411
United States,2019,0.5001748,0.6015574,81.4688,76.4542,56469.26,10168.64,0.5508661,78.9615
United States,2020,0.4976697,0.59295785,79.8738,74.3388,54379.207,11031.29,0.545313775,77.1063
United States,2021,0.49851027,0.58197904,79.365,73.62,57522.703,10837.454,0.540244655,76.4925
United States,2022,0.4927245,0.57573164,80.7916,75.3309,58487.465,10331.449,0.5342280699999999,78.06125
