entity,year,observation_value_-_indicator:_infant_mortality_rate_-_sex:_female_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,observation_value_-_indicator:_infant_mortality_rate_-_sex:_male_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,period_life_expectancy_-_sex:_female_-_age:_0,period_life_expectancy_-_sex:_male_-_age:_0,gdp_per_capita,health_expenditure_per_capita_-_total,aggregated_infant_mortality,aggregated_life_expectancy
Ireland,1984,0.828053,1.0226018,76.5515,70.9135,14435.0,1052.604,0.9253274,73.7325
Ireland,1985,0.7949954,0.98287517,76.6286,70.7582,14834.0,1088.192,0.8889352850000001,73.6934
Ireland,1986,0.76870257,0.95340264,76.6249,70.8466,14768.0,1088.459,0.861052605,73.73575
Ireland,1987,0.7507535,0.93086976,77.3553,71.6485,15458.0,1086.836,0.8408116299999999,74.5019
Ireland,1988,0.73270965,0.9114088,77.3201,71.6963,16313.0,1086.743,0.8220592250000001,74.50819999999999
Ireland,1989,0.7078069,0.8836838,77.3021,71.7437,17343.0,1098.768,0.79574535,74.52289999999999
Ireland,1990,0.6747016,0.8426045,77.7199,72.1086,18838.0,1128.245,0.7586530499999999,74.91425
Ireland,1991,0.6395604,0.7937185,77.9023,72.2847,19253.943,1217.98,0.71663945,75.0935
Ireland,1992,0.6022147,0.74724114,78.2882,72.6792,20032.719,1297.786,0.67472792,75.4837
Ireland,1993,0.5748223,0.7045381,78.1608,72.5596,20627.078,1367.024,0.6396801999999999,75.36019999999999
Ireland,1994,0.55491054,0.67855656,78.6578,73.0517,22004.814,1403.748,0.61673355,75.85475
Ireland,1995,0.54771715,0.6676882,78.3118,72.7618,24266.143,1492.996,0.607702675,75.5368
Ireland,1996,0.5478915,0.66639364,78.7008,73.0619,26562.908,1531.143,0.6071425699999999,75.88135
Ireland,1997,0.55097985,0.66860986,78.6691,73.3577,29455.92,1670.803,0.6097948550000001,76.01339999999999
Ireland,1998,0.55156636,0.67083514,79.0782,73.3956,31908.648,1777.114,0.6112007500000001,76.23689999999999
Ireland,1999,0.549189,0.6662934,78.842,73.424,35377.164,1944.542,0.6077412,76.13300000000001
Ireland,2000,0.53888977,0.65348375,79.1791,73.9401,38806.5,2260.344,0.59618676,76.5596
Ireland,2001,0.52093357,0.62919176,79.7648,74.4854,40966.332,2589.488,0.5750626649999999,77.1251
Ireland,2002,0.49283153,0.59479755,80.2698,74.9509,43012.816,2806.953,0.5438145400000001,77.61035000000001
Ireland,2003,0.46222883,0.5514336,80.5559,75.6329,44372.758,2978.251,0.506831215,78.09440000000001
Ireland,2004,0.42943057,0.51022595,80.9915,76.0068,47028.863,3151.848,0.46982826,78.49915
Ireland,2005,0.40073267,0.47333664,81.1818,76.5929,49223.383,3489.459,0.437034655,78.88735
Ireland,2006,0.37516806,0.44471225,81.5273,76.7587,51296.195,3524.591,0.40994015500000003,79.143
Ireland,2007,0.35680813,0.42291817,81.8593,77.2349,52322.23,3674.953,0.38986315,79.5471
Ireland,2008,0.3431696,0.40690875,82.0812,77.4742,49583.14,3917.192,0.375039175,79.7777
Ireland,2009,0.332645,0.39441475,82.4791,77.6867,47375.734,4267.307,0.363529875,80.0829
Ireland,2010,0.32414907,0.38357168,82.8367,78.3091,48623.81,4264.646,0.353860375,80.5729
Ireland,2011,0.31718618,0.37429884,82.8856,78.5206,48980.0,4301.879,0.34574251,80.7031
Ireland,2012,0.31127962,0.36582148,82.9826,78.6787,47360.09,4340.09,0.33855055,80.83065
Ireland,2013,0.30505,0.35846657,83.0901,79.0001,48181.234,4244.719,0.331758285,81.0451
Ireland,2014,0.29895478,0.35051453,83.4308,79.3388,50732.348,4201.451,0.324734655,81.38480000000001
Ireland,2015,0.2922385,0.34142452,83.4179,79.6119,53196.598,4309.173,0.31683151,81.51490000000001
Ireland,2016,0.28504664,0.33209273,83.5852,79.7526,53686.844,4432.058,0.30856968500000004,81.66890000000001
Ireland,2017,0.27830544,0.32291082,83.9176,80.264,55465.652,4538.349,0.30060813,82.0908
Ireland,2018,0.27150095,0.3148709,83.9867,80.2383,58083.45,4666.14,0.293185925,82.1125
Ireland,2019,0.26632807,0.30804428,84.4004,80.4108,59733.91,4810.376,0.287186175,82.40559999999999
Ireland,2020,0.26201087,0.30285245,84.1903,80.5787,55134.855,5220.927,0.28243166,82.3845
Ireland,2021,0.25754705,0.29798156,83.7185,80.0251,57278.42,5396.4,0.277764305,81.87180000000001
Ireland,2022,0.25257805,0.2924425,84.1646,79.9772,60257.082,5353.01,0.272510275,82.0709
Israel,1995,0.6694979,0.76160157,79.9566,76.0761,23378.16,1554.793,0.715549735,78.01634999999999
Israel,1996,0.6312443,0.7191164,80.4512,76.5739,23979.996,1642.262,0.67518035,78.51255
Israel,1997,0.60146856,0.6805582,80.5654,76.4233,24226.73,1726.476,0.64101338,78.49435
Israel,1998,0.5713701,0.6513193,80.7001,76.3638,24506.16,1762.731,0.6113447000000001,78.53195
Israel,1999,0.5459546,0.6235386,80.7634,76.8827,24644.205,1716.552,0.5847466,78.82305
Israel,2000,0.5221115,0.59819496,81.2502,76.9852,26058.84,1820.302,0.5601532300000001,79.11770000000001
Israel,2001,0.5043582,0.5697367,81.5866,77.2367,25427.32,1900.182,0.53704745,79.41165000000001
Israel,2002,0.48330703,0.5461308,81.4951,77.4006,24823.553,1845.075,0.514718915,79.44784999999999
Israel,2003,0.4623062,0.5233522,81.8449,77.6557,24545.244,1805.787,0.4928292,79.7503
Israel,2004,0.44114965,0.5008512,82.3438,78.1316,25210.879,1838.835,0.47100042500000006,80.2377
Israel,2005,0.4205989,0.47865662,82.2986,78.3512,25686.406,1900.746,0.44962776,80.3249
Israel,2006,0.40078634,0.4587435,82.6472,78.7895,26571.256,1898.562,0.42976492,80.71835
Israel,2007,0.38325056,0.44000453,82.7425,79.0307,27624.883,1964.258,0.411627545,80.8866
Israel,2008,0.36720055,0.4231542,83.1588,79.2783,27857.62,1969.171,0.395177375,81.21855
Israel,2009,0.35338488,0.40717244,83.6154,79.8759,27644.697,2010.698,0.38027866,81.74565
Israel,2010,0.34087095,0.39252055,83.8357,79.9745,28575.531,2042.995,0.36669575,81.9051
Israel,2011,0.32910275,0.37920874,83.708,80.1389,29370.0,2067.046,0.354155745,81.92345
Israel,2012,0.31831613,0.36694318,83.7262,80.12,29580.836,2145.206,0.342629655,81.9231
Israel,2013,0.30863994,0.3557168,84.01,80.5739,30316.602,2183.965,0.33217837,82.29195
Israel,2014,0.29985255,0.34590408,84.1399,80.4593,30906.148,2254.693,0.32287831499999997,82.2996
Israel,2015,0.29177082,0.3370325,84.1955,80.1927,31050.408,2310.019,0.31440166,82.19409999999999
Israel,2016,0.28415588,0.32895476,84.3111,80.813,31822.875,2410.747,0.30655532,82.56205
Israel,2017,0.2768053,0.32119232,84.6146,80.6642,32549.818,2479.593,0.29899880999999995,82.6394
Israel,2018,0.26969892,0.3139928,84.7878,80.9415,33227.125,2537.197,0.29184586,82.86465000000001
Israel,2019,0.26238018,0.30799618,84.7204,80.9899,33951.89,2594.309,0.28518818,82.85515000000001
Israel,2020,0.25673106,0.30199644,84.7418,80.576,32730.943,2709.211,0.27936375,82.65889999999999
Israel,2021,0.25206262,0.29726043,84.5336,80.4217,34969.016,2992.038,0.274661525,82.47765000000001
Israel,2022,0.24870029,0.2926832,84.7386,80.8064,36648.918,2948.262,0.270691745,82.77250000000001
Italy,1988,0.80972636,0.9939734,79.7247,73.2245,24743.0,2060.03,0.90184988,76.47460000000001
Italy,1989,0.779909,0.95462894,80.1518,73.5873,25454.0,2103.319,0.86726897,76.86955
Italy,1990,0.74926215,0.92147386,80.2526,73.6349,26003.0,2284.995,0.835368005,76.94375
Italy,1991,0.7181648,0.8857543,80.3022,73.5925,26570.363,2405.897,0.8019595500000001,76.94735
Italy,1992,0.68354946,0.84596956,80.6598,73.9748,26960.611,2368.552,0.76475951,77.3173
Italy,1993,0.65274465,0.79613674,80.8287,74.3611,26902.398,2301.751,0.724440695,77.5949
Italy,1994,0.6148366,0.74892443,81.0683,74.5617,27668.258,2278.19,0.681880515,77.815
Italy,1995,0.58083713,0.6973844,81.3345,74.7775,28666.352,2312.664,0.6391107650000001,78.05600000000001
Italy,1996,0.5495572,0.6473844,81.5418,75.1854,29231.275,2376.636,0.5984708,78.36359999999999
Italy,1997,0.51633817,0.60620385,81.7768,75.5384,29960.7,2513.522,0.56127101,78.6576
Italy,1998,0.4885715,0.56717944,81.8214,75.6416,30649.629,2581.945,0.52787547,78.7315
Italy,1999,0.4602224,0.5364114,82.1898,76.0576,31340.48,2642.664,0.49831689999999995,79.1237
Italy,2000,0.43621445,0.50822693,82.4947,76.5318,32716.98,2796.104,0.47222069,79.51325
Italy,2001,0.41452798,0.48288903,82.7838,76.7945,33511.434,2925.413,0.44870850500000004,79.78915
Italy,2002,0.3941396,0.46080217,82.9552,77.0733,33780.055,2988.275,0.42747088499999997,80.01425
Italy,2003,0.37760147,0.43977705,82.8719,77.3182,33917.8,2969.235,0.40868926,80.09505
Italy,2004,0.36186272,0.42270556,83.7582,78.056,34472.13,3122.205,0.39228414,80.9071
Italy,2005,0.3481658,0.4087882,83.6704,78.1626,34872.125,3186.713,0.378477,80.9165
Italy,2006,0.33700353,0.39780694,84.0501,78.5626,35713.805,3249.498,0.367405235,81.30635000000001
Italy,2007,0.32950598,0.387551,84.0424,78.7465,36310.734,3177.732,0.35852849,81.39445
Italy,2008,0.32218072,0.3795176,84.1373,78.9479,35942.938,3253.068,0.35084916,81.5426
Italy,2009,0.31520477,0.37145096,84.1775,79.1414,34055.227,3279.97,0.343327865,81.65944999999999
Italy,2010,0.3078667,0.36347097,84.5169,79.5381,34765.938,3285.591,0.335668835,82.0275
Italy,2011,0.30072236,0.35510466,84.5496,79.7015,35151.0,3225.122,0.32791351,82.12555
Italy,2012,0.29335803,0.3470539,84.5054,79.8054,34010.035,3103.005,0.320205965,82.1554
Italy,2013,0.2856449,0.3400958,84.9022,80.2041,33317.242,3014.507,0.31287034999999996,82.55314999999999
Italy,2014,0.27979416,0.332174,85.112,80.4923,33310.703,3039.695,0.30598408,82.80215
Italy,2015,0.2741381,0.32384825,84.6531,80.2253,33620.742,3088.931,0.298993175,82.4392
Italy,2016,0.26767904,0.31455883,85.1804,80.735,34120.42,3116.922,0.29111893499999997,82.9577
Italy,2017,0.25971967,0.30401474,84.8584,80.4487,34754.77,3146.659,0.281867205,82.65355
Italy,2018,0.2501354,0.292089,85.272,80.9483,35149.824,3184.772,0.2711122,83.11015
Italy,2019,0.23941424,0.2786036,85.4013,81.1421,35407.242,3238.381,0.25900892,83.27170000000001
Italy,2020,0.22792225,0.26456714,84.4581,79.8466,32385.326,3326.225,0.24624469499999999,82.15235
Italy,2021,0.21678706,0.25117245,85.0536,80.5851,34827.137,3463.07,0.233979755,82.81935
Italy,2022,0.2062945,0.23905881,84.4728,79.5902,36224.293,3324.336,0.222676655,82.0315
Japan,1970,1.1605392,1.5022622,74.6827,69.3184,15484.0,876.279,1.3314007,72.00055
Japan,1971,1.0992509,1.4136814,75.4822,70.1295,16004.0,912.485,1.25646615,72.80584999999999
Japan,1972,1.03375,1.3403859,75.9389,70.5269,17110.0,995.537,1.1870679499999999,73.2329
Japan,1973,0.97845316,1.2635486,76.0241,70.7581,18226.0,1047.808,1.12100088,73.3911
Japan,1974,0.92385846,1.1907289,76.3653,71.2508,17765.0,1119.3,1.0572936800000001,73.80805000000001
Japan,1975,0.8710453,1.120256,76.8734,71.7449,18082.0,1213.055,0.99565065,74.30915
Japan,1976,0.82333153,1.0508125,77.2882,72.1288,18600.0,1228.098,0.937072015,74.7085
Japan,1977,0.7760633,0.9871133,77.8625,72.6677,19230.0,1293.081,0.8815883,75.26509999999999
Japan,1978,0.7328442,0.9269149,78.2213,72.9648,20060.0,1394.3,0.82987955,75.59305
Japan,1979,0.69169384,0.87126195,78.7612,73.4321,20982.0,1477.341,0.781477895,76.09665000000001
Japan,1980,0.6549208,0.8177309,78.7647,73.3827,21404.0,1576.499,0.7363258500000001,76.0737
Japan,1981,0.61955476,0.7677127,79.1696,73.8073,21924.0,1632.684,0.69363373,76.48845
Japan,1982,0.58336526,0.7230619,79.7247,74.2609,22440.0,1701.138,0.6532135800000001,76.9928
Japan,1983,0.5547476,0.6755234,79.8296,74.2386,22805.0,1754.756,0.6151355000000001,77.0341
Japan,1984,0.523564,0.6362566,80.2603,74.5988,23548.0,1761.693,0.5799103,77.42955
Japan,1985,0.49956965,0.5967453,80.5448,74.8927,24437.0,1866.125,0.548157475,77.71875
Japan,1986,0.47868675,0.562629,80.9786,75.2728,24992.0,1917.699,0.520657875,78.1257
Japan,1987,0.45851892,0.53752506,81.431,75.6473,25904.0,1980.165,0.49802199,78.53915
Japan,1988,0.44390836,0.5165086,81.3282,75.5862,27393.0,2016.452,0.48020848,78.4572
Japan,1989,0.432338,0.5018976,81.8003,75.9681,28601.0,2034.459,0.4671178,78.88419999999999
Japan,1990,0.4220932,0.4931642,81.8645,75.9416,29949.0,2076.524,0.4576287,78.90305000000001
Japan,1991,0.4162151,0.48383895,82.1772,76.1602,30837.432,2150.448,0.450027025,79.1687
Japan,1992,0.4060289,0.4797997,82.2972,76.1313,30977.814,2248.761,0.4429143,79.21424999999999
Japan,1993,0.39798585,0.47132578,82.4479,76.2664,30920.66,2331.639,0.434655815,79.35715
Japan,1994,0.38595837,0.46137157,82.8995,76.5862,31135.428,2434.63,0.42366497000000003,79.74285
Japan,1995,0.37478834,0.4452311,82.78,76.4159,31887.277,2372.599,0.41000972,79.59795
Japan,1996,0.3620116,0.42675942,83.4974,77.0329,32784.156,2360.19,0.39438551,80.26515
Japan,1997,0.3482928,0.4063533,83.7321,77.242,33038.293,2469.388,0.37732305,80.48705000000001
Japan,1998,0.33366245,0.3861994,83.9208,77.2109,32558.188,2513.192,0.359930925,80.56585
Japan,1999,0.31776854,0.36843452,83.9158,77.1706,32394.516,2623.705,0.34310153,80.5432
Japan,2000,0.30375868,0.35124928,84.5192,77.6818,33210.81,2743.482,0.32750398000000003,81.1005
Japan,2001,0.291636,0.33583784,84.8445,78.014,33246.39,2827.47,0.31373692,81.42925
Japan,2002,0.2819114,0.32213506,85.143,78.2831,33195.402,2869.357,0.30202323,81.71305000000001
Japan,2003,0.27338096,0.31062907,85.2435,78.3233,33619.95,2947.926,0.292005015,81.7834
Japan,2004,0.2642441,0.30199468,85.5007,78.6085,34313.56,3015.52,0.28311938999999997,82.0546
Japan,2005,0.25633767,0.29361445,85.4076,78.4957,34857.754,3103.422,0.27497606,81.95165
Japan,2006,0.24931364,0.28439257,85.6959,78.9171,35333.113,3132.228,0.26685310500000003,82.3065
Japan,2007,0.24201655,0.27515018,85.8781,79.101,35892.71,3202.328,0.258583365,82.48955000000001
Japan,2008,0.23448262,0.26612172,85.9491,79.2099,35496.227,3240.373,0.25030217,82.5795
Japan,2009,0.22595954,0.2582443,86.3206,79.511,33590.01,3433.473,0.24210191999999997,82.91579999999999
Japan,2010,0.21905883,0.24932644,86.2318,79.5115,35011.402,3591.725,0.234192635,82.87165
Japan,2011,0.21534212,0.24265914,85.8497,79.4059,34979.0,4113.839,0.22900062999999998,82.62780000000001
Japan,2012,0.20745823,0.23193136,86.3506,79.9034,35537.438,4242.314,0.219694795,83.12700000000001
Japan,2013,0.20168424,0.22454658,86.5494,80.1731,36312.348,4325.866,0.21311541,83.36125000000001
Japan,2014,0.19681251,0.2174784,86.7535,80.4483,36440.215,4360.78,0.20714545499999998,83.6009
Japan,2015,0.19230963,0.21120143,86.962,80.7213,37053.176,4515.556,0.20175553000000002,83.84165
Japan,2016,0.18863651,0.205053,87.1056,80.9325,37384.56,4550.328,0.196844755,84.01905
Japan,2017,0.18414173,0.2004581,87.2604,81.0612,38078.96,4614.764,0.192299915,84.1608
Japan,2018,0.17962947,0.19641052,87.3101,81.2152,38403.68,4664.726,0.188019995,84.26265000000001
Japan,2019,0.175111,0.19231027,87.4293,81.365,38332.934,4767.422,0.183710635,84.39715
Japan,2020,0.17080998,0.18814018,87.7266,81.5782,36826.64,4611.2,0.17947508,84.6524
Japan,2021,0.16643852,0.18430325,87.5914,81.4988,37678.277,4827.076,0.175370885,84.54509999999999
Japan,2022,0.16258459,0.1804781,87.0874,81.0598,38268.79,5014.375,0.171531345,84.0736
Latvia,2000,1.04528,1.2443602,75.6998,64.5328,11309.74,634.238,1.1448201,70.1163
Latvia,2001,0.9857553,1.1675918,75.461,64.2584,12103.828,722.622,1.07667355,69.8597
Latvia,2002,0.9379982,1.1072876,75.8408,64.4293,13015.475,776.848,1.0226429000000001,70.13505
Latvia,2003,0.89015007,1.0496974,75.7013,65.3447,14142.125,800.741,0.969923735,70.523
Latvia,2004,0.8403622,0.98408747,76.0635,65.5974,15371.182,987.3,0.912224835,70.83045
Latvia,2005,0.7900816,0.92441237,76.269,64.9377,17069.656,1061.288,0.857246985,70.60335
Latvia,2006,0.7481977,0.8729499,76.0789,64.9612,19128.69,1190.402,0.8105738,70.52005
Latvia,2007,0.7104062,0.8289709,76.2017,65.2959,21042.367,1345.473,0.7696885499999999,70.7488
Latvia,2008,0.67550004,0.78563935,77.3736,66.4421,20342.2,1288.878,0.730569695,71.90785
Latvia,2009,0.63784754,0.74235845,77.5738,67.5056,17582.111,1169.829,0.6901029949999999,72.53970000000001
Latvia,2010,0.6004454,0.6934475,77.8358,67.8908,17140.227,1169.854,0.64694645,72.86330000000001
Latvia,2011,0.5564913,0.64432925,78.4944,68.5494,18428.0,1154.226,0.600410275,73.5219
Latvia,2012,0.5117879,0.5938786,78.6531,68.8497,19970.031,1190.798,0.5528332499999999,73.75139999999999
Latvia,2013,0.4714795,0.5425323,78.7283,69.2553,20581.918,1236.63,0.5070059,73.99180000000001
Latvia,2014,0.43157935,0.4971749,79.2279,69.0639,21168.535,1294.952,0.46437712499999995,74.14590000000001
Latvia,2015,0.39826608,0.45788297,79.3169,69.6656,22179.42,1404.655,0.428074525,74.49125000000001
Latvia,2016,0.37175584,0.42726174,79.3874,69.7828,22913.023,1569.689,0.39950879,74.5851
Latvia,2017,0.35059804,0.40329486,79.4949,69.7907,23893.832,1588.511,0.37694645,74.6428
Latvia,2018,0.33191174,0.38228935,79.5944,70.0466,25039.865,1734.731,0.357100545,74.8205
Latvia,2019,0.31406355,0.36142668,79.9889,70.8781,25858.602,1905.36,0.33774511500000004,75.43350000000001
Latvia,2020,0.29507938,0.3400642,79.9645,70.7061,25453.064,2053.303,0.31757179,75.3353
Latvia,2021,0.27489716,0.31762347,78.0453,68.291,26738.615,2756.115,0.296260315,73.16815
Latvia,2022,0.25515988,0.29508138,79.3877,70.1278,27220.303,2787.699,0.27512063,74.75774999999999
Lithuania,2000,0.77119434,0.93783617,77.3697,66.7376,10806.874,822.393,0.8545152549999999,72.05365
Lithuania,2001,0.7406251,0.89988935,77.4841,65.8988,11606.729,834.714,0.820257225,71.69145
Lithuania,2002,0.71070015,0.86278546,77.4638,66.1691,12490.621,918.699,0.786742805,71.81645
Lithuania,2003,0.6879177,0.8350652,77.7224,66.4024,13917.508,1035.11,0.76149145,72.0624
Lithuania,2004,0.67306554,0.81628513,77.7282,66.2675,14995.767,1018.095,0.7446753349999999,71.99785
Lithuania,2005,0.6573881,0.7913805,77.4671,65.2066,16417.95,1179.432,0.7243843000000001,71.33685
Lithuania,2006,0.62662476,0.7527765,77.064,65.0508,17916.059,1345.518,0.6897006299999999,71.0574
Lithuania,2007,0.58738714,0.69777954,77.1821,64.5088,20138.473,1519.414,0.6425833400000001,70.84545
Lithuania,2008,0.5381215,0.6408091,77.5228,65.9236,20879.803,1681.525,0.5894653000000001,71.72319999999999
Lithuania,2009,0.49210057,0.580951,78.5324,67.1196,17983.35,1575.837,0.536525785,72.826
Lithuania,2010,0.44789082,0.52871776,78.7579,67.5492,18663.762,1535.943,0.48830429000000003,73.15355
Lithuania,2011,0.41165185,0.48375458,79.0563,68.0286,20243.0,1598.51,0.447703215,73.54245
Lithuania,2012,0.38416868,0.45167217,79.4054,68.3858,21305.004,1633.028,0.417920425,73.8956
Lithuania,2013,0.37148944,0.43614778,79.3713,68.5255,22285.684,1675.613,0.40381860999999997,73.94839999999999
Lithuania,2014,0.36986044,0.43362427,79.8579,69.132,23273.172,1777.562,0.401742355,74.49495
Lithuania,2015,0.3663351,0.42979366,79.6081,69.1476,23968.848,1917.088,0.39806438,74.37785
Lithuania,2016,0.34957826,0.4102086,79.9681,69.4598,24886.84,2040.575,0.37989343,74.71395000000001
Lithuania,2017,0.3226996,0.37968156,80.3615,70.7051,26318.023,2108.448,0.35119058,75.5333
Lithuania,2018,0.29678062,0.34996438,80.5935,70.9079,27631.46,2237.032,0.3233725,75.7507
Lithuania,2019,0.27725312,0.3277869,81.0201,71.495,28986.053,2492.981,0.30252001,76.25755000000001
Lithuania,2020,0.26558253,0.3146464,80.0246,70.0673,28971.844,2631.759,0.290114465,75.04595
Lithuania,2021,0.2617498,0.310034,78.904,69.6252,30557.03,2937.319,0.2858919,74.2646
Lithuania,2022,0.26357105,0.31229228,79.544,69.8043,30863.32,2824.841,0.287931665,74.67415
Luxembourg,1976,1.164819,1.4967711,73.6255,66.9772,23100.0,1292.33,1.3307950499999999,70.30135
Luxembourg,1977,1.1087981,1.423725,75.1144,67.9102,23417.0,1364.192,1.2662615499999998,71.51230000000001
Luxembourg,1978,1.0630548,1.3590198,74.7475,68.2399,24331.0,1521.104,1.2110373,71.4937
Luxembourg,1979,1.0219344,1.3044102,75.6985,68.823,24836.0,1598.298,1.1631722999999998,72.26075
Luxembourg,1980,0.9889477,1.2537298,74.8134,69.8252,24951.0,1647.045,1.12133875,72.3193
Luxembourg,1981,0.95664424,1.2108544,75.2258,68.8649,25136.0,1654.293,1.0837493200000001,72.04535000000001
Luxembourg,1982,0.92822444,1.167769,75.475,68.7994,25005.0,1632.39,1.04799672,72.1372
Luxembourg,1983,0.89687365,1.1270835,76.0982,69.7592,25738.0,1628.108,1.0119785749999999,72.9287
Luxembourg,1984,0.8665657,1.0860966,75.7429,69.5687,27303.0,1660.274,0.97633115,72.6558
Luxembourg,1985,0.83685225,1.0437163,76.2158,70.1984,28032.0,1702.966,0.940284275,73.2071
Luxembourg,1986,0.80384505,1.0021194,77.3962,70.6726,30051.0,1842.521,0.9029822249999999,74.0344
Luxembourg,1987,0.770717,0.9591149,77.0472,70.556,30533.0,2055.14,0.86491595,73.80160000000001
Luxembourg,1988,0.7371356,0.9123353,77.4929,70.908,33351.0,2302.962,0.8247354499999999,74.20045
Luxembourg,1989,0.7002407,0.8664524,77.1823,71.209,36442.0,2461.652,0.7833465500000001,74.19565
Luxembourg,1990,0.6641127,0.81691945,77.4216,72.2546,36706.0,2630.602,0.7405160749999999,74.8381
Luxembourg,1991,0.6248113,0.7673349,77.8207,71.9131,39198.3,2671.313,0.6960731,74.8669
Luxembourg,1992,0.5884502,0.7156281,77.4552,71.853,39231.594,2792.183,0.65203915,74.6541
Luxembourg,1993,0.54949415,0.6682411,78.5678,72.1202,40179.496,2965.761,0.608867625,75.344
Luxembourg,1994,0.51203793,0.6218748,78.5414,73.0883,40990.71,2976.808,0.566956365,75.81485
Luxembourg,1995,0.4801391,0.5761844,78.7316,72.8585,40838.566,3291.662,0.52816175,75.79505
Luxembourg,1996,0.44726506,0.5370199,79.0439,73.1291,40687.902,3385.716,0.49214248,76.0865
Luxembourg,1997,0.4176148,0.5011318,78.6072,73.9039,42311.344,3398.404,0.4593733,76.25555
Luxembourg,1998,0.39094204,0.46757013,79.3362,73.621,44142.56,3549.803,0.429256085,76.4786
Luxembourg,1999,0.3657251,0.43763262,79.473,74.2544,47061.11,3960.508,0.40167886,76.8637
Luxembourg,2000,0.34261277,0.4097081,79.8249,74.4744,50063.824,4463.226,0.376160435,77.14965000000001
Luxembourg,2001,0.3211478,0.3838484,79.8007,75.0323,50527.664,4786.054,0.3524981,77.41650000000001
Luxembourg,2002,0.30152628,0.35995516,80.361,74.6057,51709.734,5147.201,0.33074072,77.48335
Luxembourg,2003,0.28341642,0.33840278,79.5906,74.7809,51717.03,5315.573,0.3109096,77.18575
Luxembourg,2004,0.26717457,0.3192177,81.0831,76.0147,52624.164,5729.376,0.29319613499999997,78.5489
Luxembourg,2005,0.2531272,0.3021915,80.8415,76.7042,53262.094,5752.037,0.27765934999999997,78.77285
Luxembourg,2006,0.24099366,0.28776076,80.8042,76.7474,54920.81,5822.71,0.26437721000000003,78.7758
Luxembourg,2007,0.23104653,0.27577722,81.385,76.6761,58369.703,5725.245,0.253411875,79.03055
Luxembourg,2008,0.22297041,0.2663498,81.9131,78.075,56383.19,5866.341,0.24466010500000002,79.99405
Luxembourg,2009,0.2166746,0.25866416,81.463,78.0896,52731.39,6363.158,0.23766937999999999,79.77629999999999
Luxembourg,2010,0.21182144,0.25301635,82.1291,77.8927,54086.336,6369.473,0.23241889500000001,80.01089999999999
Luxembourg,2011,0.208166,0.2486459,82.0726,78.3231,54031.0,5263.179,0.22840595,80.19784999999999
Luxembourg,2012,0.20558076,0.24582545,82.0179,78.7227,53675.46,4683.55,0.22570310500000001,80.3703
Luxembourg,2013,0.20391807,0.2438364,82.2939,79.2878,53973.395,4698.023,0.223877235,80.79085
Luxembourg,2014,0.2031217,0.24308069,83.3072,79.0516,54100.086,4785.139,0.22310119499999997,81.17939999999999
Luxembourg,2015,0.20293017,0.24291691,82.7846,79.601,54251.45,4692.311,0.22292354,81.1928
Luxembourg,2016,0.20327735,0.24331525,83.4542,79.7017,55516.098,4719.129,0.2232963,81.57795
Luxembourg,2017,0.20379119,0.24404585,82.5816,79.496,55037.188,4711.4,0.22391852,81.0388
Luxembourg,2018,0.20433614,0.2449412,83.2158,79.7599,54625.96,4831.971,0.22463866999999998,81.48785000000001
Luxembourg,2019,0.20503315,0.245508,83.1708,79.9131,54751.6,4982.187,0.225270575,81.54195
Luxembourg,2020,0.20451665,0.24494429,83.0902,79.7072,53489.332,5251.286,0.22473047000000002,81.39869999999999
Luxembourg,2021,0.20257688,0.24283893,83.3455,80.285,55346.676,5641.542,0.22270790499999998,81.81524999999999
Luxembourg,2022,0.19910839,0.23892586,83.7966,80.5603,55484.777,5545.776,0.21901712499999998,82.17845
Malta,2003,0.5695962,0.6651266,81.2482,76.0495,21273.135,2001.694,0.6173614000000001,78.64885
Malta,2004,0.56180805,0.65601134,81.2958,76.8684,21233.002,2008.943,0.608909695,79.0821
Malta,2005,0.55698174,0.6502586,81.7508,77.0699,21905.215,2206.119,0.60362017,79.41035
Malta,2006,0.55501235,0.6469531,82.1663,76.8798,22233.717,2279.679,0.6009827249999999,79.52305000000001
Malta,2007,0.5543229,0.6455569,82.0452,77.2952,23048.264,2223.898,0.5999399,79.6702
Malta,2008,0.55424166,0.6453045,82.273,77.0101,23674.594,2198.613,0.59977308,79.64155
Malta,2009,0.55434096,0.6443926,82.726,77.9577,22927.654,2169.113,0.59936678,80.34185
Malta,2010,0.5537931,0.6434425,83.5102,79.0846,23632.625,2298.649,0.5986178,81.2974
Malta,2011,0.551536,0.6406383,83.1554,78.3139,23871.0,2412.753,0.59608715,80.73465
Malta,2012,0.5478088,0.63639134,83.2345,78.7357,24629.777,2565.188,0.59210007,80.98509999999999
Malta,2013,0.5434768,0.6307548,84.3444,79.1884,25611.121,2821.84,0.5871158,81.7664
Malta,2014,0.5374278,0.62379825,84.6381,79.8394,27007.89,2996.59,0.580613025,82.23875
Malta,2015,0.5304092,0.6158115,84.9562,80.0782,28906.48,3215.5,0.57311035,82.5172
Malta,2016,0.52254575,0.6062111,84.5658,80.5712,29207.27,3305.914,0.564378425,82.5685
Malta,2017,0.5131074,0.59522146,85.5493,80.5129,31495.494,3498.984,0.5541644299999999,83.03110000000001
